GLOSATIPOESTABLECIMIENTO,fecha,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
SUR,2024-03-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-03-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-04-25,1,Atenciones de urgencia - Total,299,3,21,75,172,28
SUR,2024-04-25,12,Atenciones de urgencia - Total Sistema Circulatorio,1,0,0,0,1,0
SUR,2024-04-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-04-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-04-25,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-04-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-04-25,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-04-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-04-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-05-25,1,Atenciones de urgencia - Total,460,8,30,71,296,55
SUR,2024-05-25,12,Atenciones de urgencia - Total Sistema Circulatorio,12,0,0,0,8,4
SUR,2024-05-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-05-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-05-25,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,1,2
SUR,2024-05-25,16,Atenciones de urgencia - Arritmia grave,2,0,0,0,2,0
SUR,2024-05-25,17,Atenciones de urgencia - Otras causas circulatorias,7,0,0,0,5,2
SUR,2024-05-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-05-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-06-25,1,Atenciones de urgencia - Total,197,6,21,25,123,22
SUR,2024-06-25,12,Atenciones de urgencia - Total Sistema Circulatorio,8,0,0,1,3,4
SUR,2024-06-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-06-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-06-25,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,1,2
SUR,2024-06-25,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,0,1
SUR,2024-06-25,17,Atenciones de urgencia - Otras causas circulatorias,4,0,0,1,2,1
SUR,2024-06-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-06-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-07-25,1,Atenciones de urgencia - Total,229,4,18,51,130,26
SUR,2024-07-25,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,2,3
SUR,2024-07-25,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,0,1
SUR,2024-07-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-07-25,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,0,2
SUR,2024-07-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-07-25,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,2,0
SUR,2024-07-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-07-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-08-25,1,Atenciones de urgencia - Total,380,6,31,80,226,37
SUR,2024-08-25,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,2,1
SUR,2024-08-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-08-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-08-25,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-08-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-08-25,17,Atenciones de urgencia - Otras causas circulatorias,3,0,0,0,2,1
SUR,2024-08-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-08-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-09-25,1,Atenciones de urgencia - Total,290,4,17,66,176,27
SUR,2024-09-25,12,Atenciones de urgencia - Total Sistema Circulatorio,2,0,0,0,2,0
SUR,2024-09-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-09-25,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SUR,2024-09-25,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-09-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-09-25,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-09-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-09-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-10-25,1,Atenciones de urgencia - Total,256,5,19,53,150,29
SUR,2024-10-25,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,2,1
SUR,2024-10-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-10-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-10-25,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,1,0
SUR,2024-10-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-10-25,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,1,1
SUR,2024-10-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-10-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-11-25,1,Atenciones de urgencia - Total,342,4,23,87,195,33
SUR,2024-11-25,12,Atenciones de urgencia - Total Sistema Circulatorio,4,0,0,1,1,2
SUR,2024-11-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-11-25,14,Atenciones de urgencia - Accidente vascular encefálico,2,0,0,0,0,2
SUR,2024-11-25,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-11-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-11-25,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,1,1,0
SUR,2024-11-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-11-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-12-25,1,Atenciones de urgencia - Total,343,5,18,59,224,37
SUR,2024-12-25,12,Atenciones de urgencia - Total Sistema Circulatorio,13,0,0,0,8,5
SUR,2024-12-25,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-12-25,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-12-25,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,7,2
SUR,2024-12-25,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-12-25,17,Atenciones de urgencia - Otras causas circulatorias,4,0,0,0,1,3
SUR,2024-12-25,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-12-25,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-01-26,1,Atenciones de urgencia - Total,187,4,15,34,109,25
SUR,2024-01-26,12,Atenciones de urgencia - Total Sistema Circulatorio,2,0,0,1,0,1
SUR,2024-01-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-01-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-01-26,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-01-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-01-26,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,1,0,1
SUR,2024-01-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-01-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-02-26,1,Atenciones de urgencia - Total,225,8,13,28,155,21
SUR,2024-02-26,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,2,3
SUR,2024-02-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-02-26,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,0,1
SUR,2024-02-26,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,2,0
SUR,2024-02-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-02-26,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,0,2
SUR,2024-02-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-02-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-03-26,1,Atenciones de urgencia - Total,370,4,24,76,213,53
SUR,2024-03-26,12,Atenciones de urgencia - Total Sistema Circulatorio,4,0,0,0,2,2
SUR,2024-03-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-03-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-03-26,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,2,0
SUR,2024-03-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-03-26,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,0,2
SUR,2024-03-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-03-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-04-26,1,Atenciones de urgencia - Total,300,6,25,62,171,36
SUR,2024-04-26,12,Atenciones de urgencia - Total Sistema Circulatorio,6,0,0,0,5,1
SUR,2024-04-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-04-26,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SUR,2024-04-26,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,3,0
SUR,2024-04-26,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,0,1
SUR,2024-04-26,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-04-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-04-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-05-26,1,Atenciones de urgencia - Total,428,10,23,73,285,37
SUR,2024-05-26,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,2,1
SUR,2024-05-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-05-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-05-26,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,1,0
SUR,2024-05-26,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,0,1
SUR,2024-05-26,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-05-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-05-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-06-26,1,Atenciones de urgencia - Total,174,3,16,17,120,18
SUR,2024-06-26,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,2,1
SUR,2024-06-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-06-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-06-26,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,2,1
SUR,2024-06-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-06-26,17,Atenciones de urgencia - Otras causas circulatorias,0,0,0,0,0,0
SUR,2024-06-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-06-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-07-26,1,Atenciones de urgencia - Total,224,4,18,35,138,29
SUR,2024-07-26,12,Atenciones de urgencia - Total Sistema Circulatorio,6,0,0,0,5,1
SUR,2024-07-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-07-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-07-26,15,Atenciones de urgencia - Crisis hipertensiva,4,0,0,0,3,1
SUR,2024-07-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-07-26,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,2,0
SUR,2024-07-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-07-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-08-26,1,Atenciones de urgencia - Total,303,2,22,69,189,21
SUR,2024-08-26,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,2,3
SUR,2024-08-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-08-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-08-26,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,1,2
SUR,2024-08-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-08-26,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,1,1
SUR,2024-08-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-08-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-09-26,1,Atenciones de urgencia - Total,312,3,26,48,206,29
SUR,2024-09-26,12,Atenciones de urgencia - Total Sistema Circulatorio,2,0,0,0,2,0
SUR,2024-09-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-09-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-09-26,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-09-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-09-26,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,2,0
SUR,2024-09-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-09-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-10-26,1,Atenciones de urgencia - Total,363,5,36,69,209,44
SUR,2024-10-26,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,3,2
SUR,2024-10-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-10-26,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SUR,2024-10-26,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,2,1
SUR,2024-10-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-10-26,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,0,1
SUR,2024-10-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-10-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-11-26,1,Atenciones de urgencia - Total,329,3,31,82,179,34
SUR,2024-11-26,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,4,1
SUR,2024-11-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-11-26,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-11-26,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,0,1
SUR,2024-11-26,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-11-26,17,Atenciones de urgencia - Otras causas circulatorias,4,0,0,0,4,0
SUR,2024-11-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-11-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-12-26,1,Atenciones de urgencia - Total,267,5,22,40,177,23
SUR,2024-12-26,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,5,0
SUR,2024-12-26,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-12-26,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SUR,2024-12-26,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,2,0
SUR,2024-12-26,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,1,0
SUR,2024-12-26,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-12-26,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-12-26,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-01-27,1,Atenciones de urgencia - Total,259,2,18,37,148,54
SUR,2024-01-27,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,0,3
SUR,2024-01-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-01-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-01-27,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,0,1
SUR,2024-01-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-01-27,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,0,2
SUR,2024-01-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-01-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-02-27,1,Atenciones de urgencia - Total,223,3,13,30,151,26
SUR,2024-02-27,12,Atenciones de urgencia - Total Sistema Circulatorio,4,0,0,0,3,1
SUR,2024-02-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-02-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-02-27,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,2,0
SUR,2024-02-27,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,1,0
SUR,2024-02-27,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,0,1
SUR,2024-02-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-02-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-03-27,1,Atenciones de urgencia - Total,302,1,25,60,174,42
SUR,2024-03-27,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,2,3
SUR,2024-03-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-03-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-03-27,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,1,1
SUR,2024-03-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-03-27,17,Atenciones de urgencia - Otras causas circulatorias,3,0,0,0,1,2
SUR,2024-03-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-03-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-04-27,1,Atenciones de urgencia - Total,386,6,32,77,232,39
SUR,2024-04-27,12,Atenciones de urgencia - Total Sistema Circulatorio,9,0,0,0,7,2
SUR,2024-04-27,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,1,1
SUR,2024-04-27,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SUR,2024-04-27,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-04-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-04-27,17,Atenciones de urgencia - Otras causas circulatorias,6,0,0,0,5,1
SUR,2024-04-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-04-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-05-27,1,Atenciones de urgencia - Total,314,3,21,56,202,32
SUR,2024-05-27,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,2,1
SUR,2024-05-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-05-27,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,0,1
SUR,2024-05-27,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,1,0
SUR,2024-05-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-05-27,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-05-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-05-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-06-27,1,Atenciones de urgencia - Total,174,4,10,19,125,16
SUR,2024-06-27,12,Atenciones de urgencia - Total Sistema Circulatorio,1,0,0,0,0,1
SUR,2024-06-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-06-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-06-27,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,0,1
SUR,2024-06-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-06-27,17,Atenciones de urgencia - Otras causas circulatorias,0,0,0,0,0,0
SUR,2024-06-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-06-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-07-27,1,Atenciones de urgencia - Total,290,7,25,46,177,35
SUR,2024-07-27,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,3,0
SUR,2024-07-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-07-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-07-27,15,Atenciones de urgencia - Crisis hipertensiva,2,0,0,0,2,0
SUR,2024-07-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-07-27,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,1,0
SUR,2024-07-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-07-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-08-27,1,Atenciones de urgencia - Total,287,5,23,79,154,26
SUR,2024-08-27,12,Atenciones de urgencia - Total Sistema Circulatorio,5,0,0,0,2,3
SUR,2024-08-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-08-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-08-27,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,2,1
SUR,2024-08-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-08-27,17,Atenciones de urgencia - Otras causas circulatorias,2,0,0,0,0,2
SUR,2024-08-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-08-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-09-27,1,Atenciones de urgencia - Total,284,9,11,54,179,31
SUR,2024-09-27,12,Atenciones de urgencia - Total Sistema Circulatorio,4,0,0,0,2,2
SUR,2024-09-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-09-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-09-27,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-09-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-09-27,17,Atenciones de urgencia - Otras causas circulatorias,4,0,0,0,2,2
SUR,2024-09-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-09-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-10-27,1,Atenciones de urgencia - Total,451,3,46,78,274,50
SUR,2024-10-27,12,Atenciones de urgencia - Total Sistema Circulatorio,9,0,0,0,4,5
SUR,2024-10-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-10-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-10-27,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,2,3
SUR,2024-10-27,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,1,0
SUR,2024-10-27,17,Atenciones de urgencia - Otras causas circulatorias,3,0,0,0,1,2
SUR,2024-10-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-10-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-11-27,1,Atenciones de urgencia - Total,301,4,23,71,166,37
SUR,2024-11-27,12,Atenciones de urgencia - Total Sistema Circulatorio,2,0,0,0,1,1
SUR,2024-11-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-11-27,14,Atenciones de urgencia - Accidente vascular encefálico,0,0,0,0,0,0
SUR,2024-11-27,15,Atenciones de urgencia - Crisis hipertensiva,0,0,0,0,0,0
SUR,2024-11-27,16,Atenciones de urgencia - Arritmia grave,2,0,0,0,1,1
SUR,2024-11-27,17,Atenciones de urgencia - Otras causas circulatorias,0,0,0,0,0,0
SUR,2024-11-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-11-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-12-27,1,Atenciones de urgencia - Total,281,4,20,33,194,30
SUR,2024-12-27,12,Atenciones de urgencia - Total Sistema Circulatorio,3,0,0,0,2,1
SUR,2024-12-27,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SUR,2024-12-27,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SUR,2024-12-27,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,1,0
SUR,2024-12-27,16,Atenciones de urgencia - Arritmia grave,0,0,0,0,0,0
SUR,2024-12-27,17,Atenciones de urgencia - Otras causas circulatorias,1,0,0,0,0,1
SUR,2024-12-27,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SUR,2024-12-27,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,2024-01-28,1,Atenciones de urgencia - Total,228,5,18,29,154,22
